gene_id,name,value,mis_reg
AT1G04850,H3K27-ubp5,0.6480336084583902,Non-misegulated genes
AT1G04860,H3K27-Col,0.6325892587719298,Non-misegulated genes
AT1G04860,H3K27-ubp5,0.716889047398844,Non-misegulated genes
AT1G04870,H3K27-Col,0.639459589010989,Non-misegulated genes
AT1G04870,H3K27-ubp5,0.7168440649350649,Non-misegulated genes
AT1G04900,H3K27-Col,0.7028501141732283,Non-misegulated genes
AT1G04900,H3K27-ubp5,0.8471715859938208,Non-misegulated genes
AT1G04910,H3K27-Col,0.6094762454394693,Non-misegulated genes
AT1G04910,H3K27-ubp5,0.6441877905982906,Non-misegulated genes
AT1G04940,H3K27-Col,0.5871963818181818,Non-misegulated genes
AT1G04940,H3K27-ubp5,0.7476200142857143,Non-misegulated genes
