ubp5_targets,cat
AT5G38470,De-novo marked
AT5G38480,De-novo marked
AT5G38510,De-novo marked
AT5G38530,De-novo marked
AT5G38560,De-novo marked
AT5G38590,De-novo marked
AT5G38600,Unchanged
AT5G38630,Unchanged
AT5G38660,Hypo-marked
AT5G38690,De-novo marked
AT5G38720,De-novo marked
AT5G38820,De-novo marked
AT5G38830,De-novo marked
AT5G38840,De-novo marked
AT5G38880,De-novo marked
AT5G38890,De-novo marked
AT5G39030,Hypo-marked
AT5G39250,De-novo marked
AT5G39340,De-novo marked
AT5G39360,De-novo marked
AT5G39450,De-novo marked
AT5G39510,Unchanged
AT5G39550,Hypo-marked
AT5G39590,Unchanged
AT5G39710,De-novo marked
AT5G39890,Unchanged
AT5G39900,De-novo marked
AT5G39940,Unchanged
AT5G39950,De-novo marked
AT5G39960,De-novo marked
AT5G39990,De-novo marked
AT5G40030,Hyper-marked
AT5G40140,Unchanged
AT5G40150,Unchanged
AT5G40153,Unchanged
AT5G40190,De-novo marked
AT5G40200,De-novo marked
AT5G40240,De-novo marked
AT5G40250,De-novo marked
AT5G40270,Unchanged
AT5G40280,De-novo marked
AT5G40300,Unchanged
AT5G40370,De-novo marked
AT5G40390,Hypo-marked
AT5G40395,Hypo-marked
AT5G40400,Hypo-marked
AT5G40480,De-novo marked
AT5G40580,Hyper-marked
AT5G40600,De-novo marked
AT5G40640,Unchanged
AT5G40670,De-novo marked
AT5G40700,De-novo marked
AT5G40710,De-novo marked
AT5G40720,Unchanged
AT5G40740,De-novo marked
AT5G40770,De-novo marked
AT5G40810,Unchanged
AT5G40820,De-novo marked
AT5G40830,De-novo marked
AT5G40850,Unchanged
AT5G40870,De-novo marked
AT5G40880,De-novo marked
AT5G40930,De-novo marked
AT5G40950,De-novo marked
AT5G41000,De-novo marked
AT5G41010,Unchanged
AT5G41030,Hyper-marked
AT5G41060,De-novo marked
AT5G41070,Unchanged
AT5G41071,Unchanged
AT5G41110,De-novo marked
AT5G41120,Hyper-marked
AT5G41130,Hyper-marked
AT5G41140,Hyper-marked
AT5G41150,De-novo marked
AT5G41170,De-novo marked
AT5G41220,De-novo marked
AT5G41270,De-novo marked
AT5G41330,Unchanged
AT5G41360,De-novo marked
AT5G41370,De-novo marked
AT5G41460,Hypo-marked
AT5G41480,De-novo marked
AT5G41550,De-novo marked
AT5G41560,Unchanged
AT5G41580,Hyper-marked
AT5G41610,Unchanged
AT5G41612,Unchanged
AT5G41680,Unchanged
AT5G41685,Unchanged
AT5G41690,De-novo marked
AT5G41760,Hypo-marked
AT5G41770,Hyper-marked
AT5G41800,Unchanged
AT5G41835,Unchanged
AT5G41870,Hyper-marked
AT5G41880,De-novo marked
AT5G41910,Hyper-marked
AT5G41920,Hyper-marked
AT5G41940,Unchanged
AT5G41960,Hyper-marked
AT5G41970,Hyper-marked
AT5G41990,De-novo marked
AT5G42000,Hyper-marked
AT5G42020,Hyper-marked
AT5G42040,Hypo-marked
AT5G42080,Unchanged
AT5G42130,De-novo marked
AT5G42150,De-novo marked
AT5G42190,De-novo marked
AT5G42300,Unchanged
AT5G42330,De-novo marked
AT5G42350,De-novo marked
AT5G42360,De-novo marked
AT5G42400,De-novo marked
AT5G42440,Hypo-marked
AT5G42445,Unchanged
AT5G42460,De-novo marked
AT5G42470,De-novo marked
AT5G42480,De-novo marked
AT5G42520,Unchanged
AT5G42560,Unchanged
AT5G42570,Hypo-marked
AT5G42620,Unchanged
AT5G42660,De-novo marked
AT5G42670,De-novo marked
AT5G42730,Unchanged
AT5G42770,De-novo marked
AT5G42790,De-novo marked
AT5G42810,De-novo marked
AT5G42820,De-novo marked
AT5G42850,Hyper-marked
AT5G42890,De-novo marked
AT5G42920,Hyper-marked
AT5G42950,Unchanged
AT5G42960,Unchanged
AT5G42970,De-novo marked
AT5G42980,De-novo marked
AT5G43010,Unchanged
AT5G43050,De-novo marked
AT5G43070,Hyper-marked
AT5G43080,Hyper-marked
AT5G43155,Unchanged
AT5G43210,Hyper-marked
AT5G43250,De-novo marked
AT5G43280,De-novo marked
AT5G43330,De-novo marked
AT5G43400,Hyper-marked
AT5G43403,Hyper-marked
AT5G43460,Unchanged
AT5G43500,Unchanged
AT5G43560,Unchanged
AT5G43620,Unchanged
AT5G43660,De-novo marked
AT5G43670,De-novo marked
AT5G43720,Hyper-marked
AT5G43725,Hyper-marked
AT5G43750,De-novo marked
AT5G43780,Unchanged
AT5G43790,Unchanged
AT5G43820,De-novo marked
AT5G43822,De-novo marked
AT5G43850,De-novo marked
AT5G43910,Hyper-marked
AT5G43920,De-novo marked
AT5G43940,Hypo-marked
AT5G43950,De-novo marked
AT5G43960,De-novo marked
AT5G43990,Hyper-marked
AT5G44000,De-novo marked
AT5G44010,De-novo marked
AT5G44030,Hypo-marked
AT5G44040,De-novo marked
AT5G44070,De-novo marked
AT5G44090,Unchanged
AT5G44100,Unchanged
AT5G44110,Hypo-marked
AT5G44150,De-novo marked
AT5G44170,De-novo marked
AT5G44180,Unchanged
AT5G44200,De-novo marked
AT5G44230,Hyper-marked
AT5G44240,De-novo marked
AT5G44250,De-novo marked
AT5G44320,Unchanged
AT5G44350,Unchanged
AT5G44370,De-novo marked
AT5G44375,Unchanged
AT5G44500,Hyper-marked
AT5G44520,Unchanged
AT5G44560,De-novo marked
AT5G44600,De-novo marked
AT5G44635,De-novo marked
AT5G44650,De-novo marked
AT5G44670,Hypo-marked
AT5G44700,Hypo-marked
AT5G44740,De-novo marked
AT5G44750,De-novo marked
AT5G44780,De-novo marked
AT5G44785,De-novo marked
AT5G44800,Unchanged
AT5G44860,De-novo marked
AT5G44930,Unchanged
AT5G45010,De-novo marked
AT5G45020,De-novo marked
AT5G45130,Unchanged
AT5G45160,De-novo marked
AT5G45170,Hyper-marked
AT5G45190,De-novo marked
AT5G45275,Hyper-marked
AT5G45290,De-novo marked
AT5G45300,De-novo marked
AT5G45330,De-novo marked
AT5G45360,Unchanged
AT5G45370,De-novo marked
AT5G45390,Unchanged
AT5G45400,De-novo marked
AT5G45410,Unchanged
AT5G45450,Hyper-marked
AT5G45455,Hyper-marked
AT5G45460,Hyper-marked
AT5G45469,Unchanged
AT5G45470,Hypo-marked
AT5G45472,Hypo-marked
AT5G45540,Hypo-marked
AT5G45570,Unchanged
AT5G45576,Unchanged
AT5G45590,Hyper-marked
AT5G45610,De-novo marked
AT5G45660,De-novo marked
AT5G45710,De-novo marked
AT5G45730,Unchanged
AT5G45740,De-novo marked
AT5G45790,De-novo marked
AT5G45900,Unchanged
AT5G45920,Hypo-marked
AT5G46020,Unchanged
AT5G46030,Unchanged
AT5G46070,Unchanged
AT5G46080,De-novo marked
AT5G46150,Hyper-marked
AT5G46170,De-novo marked
AT5G46190,De-novo marked
AT5G46210,De-novo marked
AT5G46230,Hypo-marked
AT5G46250,De-novo marked
AT5G46290,Hyper-marked
AT5G46340,De-novo marked
AT5G46370,Unchanged
AT5G46380,Hyper-marked
AT5G46390,Hyper-marked
AT5G46510,Unchanged
AT5G46520,Hyper-marked
AT5G46550,Unchanged
AT5G46560,De-novo marked
AT5G46580,De-novo marked
AT5G46620,De-novo marked
AT5G46640,Hyper-marked
AT5G46680,De-novo marked
AT5G46710,De-novo marked
AT5G46720,Hyper-marked
AT5G46740,De-novo marked
AT5G46750,Unchanged
AT5G46840,De-novo marked
AT5G46860,Unchanged
AT5G46870,Unchanged
AT5G46880,Unchanged
AT5G46910,Hyper-marked
AT5G47010,De-novo marked
AT5G47030,De-novo marked
AT5G47040,De-novo marked
AT5G47080,De-novo marked
AT5G47090,De-novo marked
AT5G47100,Hyper-marked
AT5G47120,Unchanged
AT5G47190,De-novo marked
AT5G47230,Unchanged
AT5G47310,De-novo marked
AT5G47320,De-novo marked
AT5G47360,Unchanged
AT5G47400,Hyper-marked
AT5G47420,De-novo marked
AT5G47430,Unchanged
AT5G47445,Unchanged
AT5G47480,Unchanged
AT5G47520,De-novo marked
AT5G47540,Unchanged
AT5G47570,Unchanged
AT5G47580,Hypo-marked
AT5G47630,Unchanged
AT5G47640,Unchanged
AT5G47690,Unchanged
AT5G47750,De-novo marked
AT5G47760,Unchanged
AT5G47790,De-novo marked
AT5G47830,De-novo marked
AT5G47860,Unchanged
AT5G47870,Hyper-marked
AT5G47890,De-novo marked
AT5G47940,De-novo marked
AT5G48020,Unchanged
AT5G48030,De-novo marked
AT5G48040,De-novo marked
AT5G48120,Unchanged
AT5G48160,Unchanged
AT5G48240,De-novo marked
AT5G48300,Hyper-marked
AT5G48330,De-novo marked
AT5G48340,Unchanged
AT5G48385,Unchanged
AT5G48390,De-novo marked
AT5G48450,Hyper-marked
AT5G48460,De-novo marked
AT5G48520,De-novo marked
AT5G48540,Unchanged
AT5G48560,Hypo-marked
AT5G48570,De-novo marked
AT5G48600,De-novo marked
AT5G48610,Unchanged
AT5G48640,De-novo marked
AT5G48650,De-novo marked
AT5G48655,De-novo marked
AT5G48670,Hyper-marked
AT5G48680,De-novo marked
AT5G48730,De-novo marked
AT5G48770,Hyper-marked
AT5G48775,Hyper-marked
AT5G48820,Unchanged
AT5G48830,De-novo marked
AT5G48870,De-novo marked
AT5G48930,Unchanged
AT5G48950,Unchanged
AT5G48965,Unchanged
AT5G48980,De-novo marked
AT5G48990,De-novo marked
AT5G49000,De-novo marked
AT5G49010,De-novo marked
AT5G49020,Hyper-marked
AT5G49060,De-novo marked
AT5G49150,De-novo marked
AT5G49152,De-novo marked
AT5G49160,Hypo-marked
AT5G49210,Hypo-marked
AT5G49220,De-novo marked
AT5G49230,Unchanged
AT5G49300,Hyper-marked
AT5G49305,Unchanged
AT5G49310,Unchanged
AT5G49390,Hyper-marked
AT5G49400,Unchanged
AT5G49430,De-novo marked
AT5G49500,Hyper-marked
AT5G49510,Hyper-marked
AT5G49550,Unchanged
AT5G49555,Hypo-marked
AT5G49580,Unchanged
AT5G49610,Unchanged
AT5G49680,Hypo-marked
AT5G49810,Hyper-marked
AT5G49840,Hyper-marked
AT5G49880,Hyper-marked
AT5G49930,De-novo marked
AT5G49940,De-novo marked
AT5G49970,Hyper-marked
AT5G50020,De-novo marked
AT5G50100,De-novo marked
AT5G50210,Hyper-marked
AT5G50230,Hyper-marked
AT5G50250,De-novo marked
AT5G50340,Unchanged
AT5G50350,Hyper-marked
AT5G50380,Unchanged
AT5G50390,Hyper-marked
AT5G50410,De-novo marked
AT5G50420,De-novo marked
AT5G50440,Unchanged
AT5G50520,Hyper-marked
AT5G50530,Hyper-marked
AT5G50540,De-novo marked
AT5G50550,De-novo marked
AT5G50562,De-novo marked
AT5G50565,De-novo marked
AT5G50580,Unchanged
AT5G50630,Hypo-marked
AT5G50640,Unchanged
AT5G50650,De-novo marked
AT5G50665,De-novo marked
AT5G50680,De-novo marked
AT5G50810,De-novo marked
AT5G50840,De-novo marked
AT5G50850,Unchanged
AT5G50860,De-novo marked
AT5G50870,Hypo-marked
AT5G50900,De-novo marked
AT5G50930,De-novo marked
AT5G50960,De-novo marked
AT5G50970,De-novo marked
AT5G51040,Hyper-marked
AT5G51050,De-novo marked
AT5G51070,Hypo-marked
AT5G51120,Hyper-marked
AT5G51150,De-novo marked
AT5G51174,Hyper-marked
AT5G51180,Hyper-marked
AT5G51200,Hyper-marked
AT5G51220,De-novo marked
AT5G51230,De-novo marked
AT5G51260,De-novo marked
AT5G51280,De-novo marked
AT5G51300,Unchanged
AT5G51330,Hyper-marked
AT5G51370,Hyper-marked
AT5G51380,Hyper-marked
AT5G51400,De-novo marked
AT5G51410,De-novo marked
AT5G51450,Hyper-marked
AT5G51510,Hypo-marked
AT5G51540,Unchanged
AT5G51545,Unchanged
AT5G51570,Hyper-marked
AT5G51590,Unchanged
AT5G51600,Hyper-marked
AT5G51620,Unchanged
AT5G51630,De-novo marked
AT5G51660,De-novo marked
AT5G51700,Hyper-marked
AT5G51710,Unchanged
AT5G51720,Unchanged
AT5G51740,De-novo marked
AT5G51820,De-novo marked
AT5G51840,De-novo marked
AT5G51880,Unchanged
AT5G51940,Unchanged
AT5G51980,De-novo marked
AT5G52010,Hyper-marked
AT5G52030,Hyper-marked
AT5G52040,Unchanged
AT5G52110,De-novo marked
AT5G52170,Hypo-marked
AT5G52180,Hypo-marked
AT5G52290,Hypo-marked
AT5G52410,Unchanged
AT5G52420,Unchanged
AT5G52510,Hypo-marked
AT5G52530,De-novo marked
AT5G52545,Hyper-marked
AT5G52550,Hyper-marked
AT5G52560,Hyper-marked
AT5G52580,Unchanged
AT5G52630,Unchanged
AT5G52650,Unchanged
AT5G52660,De-novo marked
AT5G52800,Hyper-marked
AT5G52880,De-novo marked
AT5G52910,Hyper-marked
AT5G52920,Hyper-marked
AT5G52950,De-novo marked
AT5G52960,De-novo marked
AT5G52980,Hyper-marked
AT5G52990,Hyper-marked
AT5G53000,Unchanged
AT5G53045,Unchanged
AT5G53050,Hyper-marked
AT5G53060,Hyper-marked
AT5G53120,Hyper-marked
AT5G53130,De-novo marked
AT5G53140,De-novo marked
AT5G53150,Unchanged
AT5G53170,De-novo marked
AT5G53180,Unchanged
AT5G53220,Unchanged
AT5G53280,Unchanged
AT5G53330,Unchanged
AT5G53340,De-novo marked
AT5G53350,De-novo marked
AT5G53360,Hyper-marked
AT5G53400,Unchanged
AT5G53430,De-novo marked
AT5G53440,Unchanged
AT5G53460,Unchanged
AT5G53470,De-novo marked
AT5G53480,Unchanged
AT5G53530,Unchanged
AT5G53540,Unchanged
AT5G53570,Unchanged
AT5G53580,De-novo marked
AT5G53620,Hyper-marked
AT5G53650,Hypo-marked
AT5G53770,De-novo marked
AT5G53810,De-novo marked
AT5G53815,Unchanged
AT5G53860,Hypo-marked
AT5G53890,De-novo marked
AT5G53930,Unchanged
AT5G54030,Unchanged
AT5G54064,Unchanged
AT5G54100,Hyper-marked
AT5G54110,De-novo marked
AT5G54130,Hyper-marked
AT5G54140,De-novo marked
AT5G54160,Hypo-marked
AT5G54260,Hypo-marked
AT5G54280,Hypo-marked
AT5G54300,Hyper-marked
AT5G54310,Unchanged
AT5G54430,Unchanged
AT5G54540,Unchanged
AT5G54569,De-novo marked
AT5G54570,De-novo marked
AT5G54580,De-novo marked
AT5G54600,De-novo marked
AT5G54640,De-novo marked
AT5G54650,Hyper-marked
AT5G54680,De-novo marked
AT5G54730,Unchanged
AT5G54750,Unchanged
AT5G54760,Unchanged
AT5G54830,Unchanged
AT5G54850,Unchanged
AT5G54855,Unchanged
AT5G54860,Unchanged
AT5G54870,De-novo marked
AT5G54880,De-novo marked
AT5G54890,De-novo marked
AT5G54900,De-novo marked
AT5G54910,De-novo marked
AT5G54920,De-novo marked
AT5G54960,Hyper-marked
AT5G54970,Hyper-marked
AT5G55060,Unchanged
AT5G55070,Unchanged
AT5G55100,De-novo marked
AT5G55120,Unchanged
AT5G55130,Hyper-marked
AT5G55140,De-novo marked
AT5G55160,Unchanged
AT5G55200,De-novo marked
AT5G55260,De-novo marked
AT5G55280,De-novo marked
AT5G55290,De-novo marked
AT5G55300,Unchanged
AT5G55310,Unchanged
AT5G55390,Hypo-marked
AT5G55480,Hyper-marked
AT5G55500,De-novo marked
AT5G55510,De-novo marked
AT5G55520,De-novo marked
AT5G55540,De-novo marked
AT5G55550,De-novo marked
AT5G55570,De-novo marked
AT5G55580,De-novo marked
AT5G55610,De-novo marked
AT5G55640,Unchanged
AT5G55670,Hypo-marked
AT5G55700,De-novo marked
AT5G55710,De-novo marked
AT5G55720,De-novo marked
AT5G55740,Unchanged
AT5G55760,Unchanged
AT5G55820,De-novo marked
AT5G55840,Unchanged
AT5G55860,Unchanged
AT5G55875,Unchanged
AT5G55896,Unchanged
AT5G55920,De-novo marked
AT5G55940,Unchanged
AT5G55950,Unchanged
AT5G55960,Unchanged
AT5G55990,De-novo marked
AT5G56000,De-novo marked
AT5G56010,De-novo marked
AT5G56020,De-novo marked
AT5G56030,De-novo marked
AT5G56040,Hypo-marked
AT5G56150,De-novo marked
AT5G56160,Hyper-marked
AT5G56180,De-novo marked
AT5G56190,De-novo marked
AT5G56210,De-novo marked
AT5G56260,Unchanged
AT5G56270,Hyper-marked
AT5G56280,De-novo marked
AT5G56290,Hypo-marked
AT5G56350,De-novo marked
AT5G56360,Hyper-marked
AT5G56420,Unchanged
AT5G56450,Unchanged
AT5G56580,De-novo marked
AT5G56590,De-novo marked
AT5G56600,Hyper-marked
AT5G56610,Hyper-marked
AT5G56650,De-novo marked
AT5G56660,De-novo marked
AT5G56680,De-novo marked
AT5G56730,De-novo marked
AT5G56740,De-novo marked
AT5G56747,Unchanged
AT5G56780,De-novo marked
AT5G56850,De-novo marked
AT5G56900,De-novo marked
AT5G56910,De-novo marked
AT5G56930,Hyper-marked
AT5G56940,De-novo marked
AT5G56980,Unchanged
AT5G56985,Unchanged
AT5G56990,Unchanged
AT5G57000,Unchanged
AT5G57020,Unchanged
AT5G57035,Unchanged
AT5G57040,Unchanged
AT5G57070,Unchanged
AT5G57100,Unchanged
AT5G57120,Unchanged
AT5G57140,De-novo marked
AT5G57160,De-novo marked
AT5G57180,De-novo marked
AT5G57210,De-novo marked
AT5G57250,Hyper-marked
AT5G57260,De-novo marked
AT5G57270,De-novo marked
AT5G57280,De-novo marked
AT5G57345,Hypo-marked
AT5G57360,De-novo marked
AT5G57410,Unchanged
AT5G57440,De-novo marked
AT5G57450,De-novo marked
AT5G57565,De-novo marked
AT5G57570,Unchanged
AT5G57590,Unchanged
AT5G57610,De-novo marked
AT5G57740,De-novo marked
AT5G57815,De-novo marked
AT5G57850,De-novo marked
AT5G57860,De-novo marked
AT5G57870,De-novo marked
AT5G57880,Hyper-marked
AT5G57900,Unchanged
AT5G58000,Hyper-marked
AT5G58003,Hyper-marked
AT5G58005,Hyper-marked
AT5G58020,Hyper-marked
AT5G58030,De-novo marked
AT5G58040,De-novo marked
AT5G58060,Hypo-marked
AT5G58100,Hyper-marked
AT5G58110,Hypo-marked
AT5G58130,Hypo-marked
AT5G58160,De-novo marked
AT5G58190,De-novo marked
AT5G58200,De-novo marked
AT5G58220,De-novo marked
AT5G58230,De-novo marked
AT5G58240,Hyper-marked
AT5G58250,Hyper-marked
AT5G58270,Hyper-marked
AT5G58280,Hyper-marked
AT5G58290,Hyper-marked
AT5G58330,Unchanged
AT5G58340,Unchanged
AT5G58380,Hypo-marked
AT5G58440,Hyper-marked
AT5G58450,Hyper-marked
AT5G58480,Hyper-marked
AT5G58490,Hyper-marked
AT5G58520,Unchanged
AT5G58530,Hyper-marked
AT5G58560,Unchanged
AT5G58590,De-novo marked
AT5G58610,Hypo-marked
AT5G58640,Hypo-marked
AT5G58680,Unchanged
AT5G58730,Unchanged
AT5G58740,De-novo marked
AT5G58770,Hyper-marked
AT5G58840,De-novo marked
AT5G58870,De-novo marked
AT5G58940,Unchanged
AT5G58950,De-novo marked
AT5G58970,Unchanged
AT5G58990,Unchanged
AT5G59010,Hyper-marked
AT5G59020,De-novo marked
AT5G59140,De-novo marked
AT5G59150,De-novo marked
AT5G59180,Hypo-marked
AT5G59210,Unchanged
AT5G59230,De-novo marked
AT5G59250,De-novo marked
AT5G59300,De-novo marked
AT5G59380,De-novo marked
AT5G59410,De-novo marked
AT5G59430,Unchanged
AT5G59460,Unchanged
AT5G59470,Unchanged
AT5G59560,Unchanged
AT5G59570,Hypo-marked
AT5G59600,Hypo-marked
AT5G59610,Hypo-marked
AT5G59613,Unchanged
AT5G59690,De-novo marked
AT5G59700,De-novo marked
AT5G59710,Unchanged
AT5G59730,Hyper-marked
AT5G59732,Hyper-marked
AT5G59740,Unchanged
AT5G59830,Unchanged
AT5G59840,De-novo marked
AT5G59870,De-novo marked
AT5G59880,Unchanged
AT5G59890,De-novo marked
AT5G59900,Unchanged
AT5G59910,Unchanged
AT5G59960,Hyper-marked
AT5G59970,Hyper-marked
AT5G59980,Hyper-marked
AT5G60030,Hyper-marked
AT5G60060,Unchanged
AT5G60120,De-novo marked
AT5G60150,De-novo marked
AT5G60170,De-novo marked
AT5G60280,De-novo marked
AT5G60285,De-novo marked
AT5G60290,De-novo marked
AT5G60430,De-novo marked
AT5G60450,De-novo marked
AT5G60550,Hyper-marked
AT5G60580,De-novo marked
AT5G60600,De-novo marked
AT5G60730,De-novo marked
AT5G60750,Unchanged
AT5G60790,Unchanged
AT5G60840,Hyper-marked
AT5G60860,Unchanged
AT5G60870,Hyper-marked
AT5G60920,De-novo marked
AT5G60930,Hyper-marked
AT5G60940,De-novo marked
AT5G60960,Hyper-marked
AT5G60970,De-novo marked
AT5G60990,Unchanged
AT5G61000,Hyper-marked
AT5G61030,Unchanged
AT5G61040,Hyper-marked
AT5G61060,Hypo-marked
AT5G61100,Unchanged
AT5G61150,De-novo marked
AT5G61190,Hyper-marked
AT5G61210,Unchanged
AT5G61230,Unchanged
AT5G61240,Unchanged
AT5G61310,Unchanged
AT5G61330,Unchanged
AT5G61390,Hyper-marked
AT5G61440,De-novo marked
AT5G61460,Hyper-marked
AT5G61480,Unchanged
AT5G61500,Unchanged
AT5G61510,Hypo-marked
AT5G61530,Unchanged
AT5G61580,De-novo marked
AT5G61640,Unchanged
AT5G61670,De-novo marked
AT5G61760,De-novo marked
AT5G61790,Hyper-marked
AT5G61810,De-novo marked
AT5G61820,De-novo marked
AT5G61830,De-novo marked
AT5G61865,Hypo-marked
AT5G61880,Hyper-marked
AT5G61910,De-novo marked
AT5G61920,De-novo marked
AT5G61970,De-novo marked
AT5G62020,Unchanged
AT5G62170,Unchanged
AT5G62180,Hyper-marked
AT5G62190,De-novo marked
AT5G62200,Unchanged
AT5G62260,Unchanged
AT5G62270,De-novo marked
AT5G62290,Unchanged
AT5G62310,Hyper-marked
AT5G62370,Hyper-marked
AT5G62410,Unchanged
AT5G62460,Unchanged
AT5G62500,Unchanged
AT5G62540,De-novo marked
AT5G62575,Unchanged
AT5G62600,Unchanged
AT5G62620,De-novo marked
AT5G62640,De-novo marked
AT5G62700,Hyper-marked
AT5G62710,Hypo-marked
AT5G62740,De-novo marked
AT5G62760,De-novo marked
AT5G62790,Unchanged
AT5G62820,Hyper-marked
AT5G62840,Unchanged
AT5G62890,De-novo marked
AT5G62900,De-novo marked
AT5G62910,De-novo marked
AT5G62980,Unchanged
AT5G63040,Unchanged
AT5G63060,De-novo marked
AT5G63100,Hyper-marked
AT5G63110,Hyper-marked
AT5G63120,Hyper-marked
AT5G63130,Hyper-marked
AT5G63140,Hyper-marked
AT5G63150,De-novo marked
AT5G63200,De-novo marked
AT5G63220,Hyper-marked
AT5G63260,De-novo marked
AT5G63280,De-novo marked
AT5G63310,De-novo marked
AT5G63320,De-novo marked
AT5G63340,Unchanged
AT5G63370,Unchanged
AT5G63380,Unchanged
AT5G63460,Hyper-marked
AT5G63480,Hyper-marked
AT5G63490,Hyper-marked
AT5G63510,De-novo marked
AT5G63540,De-novo marked
AT5G63550,De-novo marked
AT5G63610,Unchanged
AT5G63620,De-novo marked
AT5G63630,Unchanged
AT5G63650,Unchanged
AT5G63770,De-novo marked
AT5G63780,De-novo marked
AT5G63790,Hyper-marked
AT5G63830,De-novo marked
AT5G63840,De-novo marked
AT5G63860,De-novo marked
AT5G63880,Unchanged
AT5G63890,Unchanged
AT5G63905,De-novo marked
AT5G63910,Hyper-marked
AT5G63920,Hyper-marked
AT5G63930,Unchanged
AT5G63940,Hyper-marked
AT5G63950,De-novo marked
AT5G63960,De-novo marked
AT5G63980,De-novo marked
AT5G64020,De-novo marked
AT5G64030,De-novo marked
AT5G64050,Unchanged
AT5G64070,Unchanged
AT5G64130,Unchanged
AT5G64150,Hyper-marked
AT5G64170,De-novo marked
AT5G64180,De-novo marked
AT5G64200,Hypo-marked
AT5G64230,Unchanged
AT5G64250,Unchanged
AT5G64270,Unchanged
AT5G64280,De-novo marked
AT5G64290,Unchanged
AT5G64300,De-novo marked
AT5G64350,De-novo marked
AT5G64360,De-novo marked
AT5G64380,De-novo marked
AT5G64420,De-novo marked
AT5G64430,Unchanged
AT5G64440,Unchanged
AT5G64470,De-novo marked
AT5G64480,Hyper-marked
AT5G64500,Hyper-marked
AT5G64510,De-novo marked
AT5G64540,Unchanged
AT5G64560,Hypo-marked
AT5G64580,Hyper-marked
AT5G64600,De-novo marked
AT5G64610,De-novo marked
AT5G64620,Unchanged
AT5G64630,Unchanged
AT5G64640,Unchanged
AT5G64650,De-novo marked
AT5G64660,Unchanged
AT5G64670,De-novo marked
AT5G64680,De-novo marked
AT5G64687,Unchanged
AT5G64710,Unchanged
AT5G64730,Hyper-marked
AT5G64760,Unchanged
AT5G64780,Unchanged
AT5G64813,Unchanged
AT5G64816,De-novo marked
AT5G64840,Hyper-marked
AT5G64880,Unchanged
AT5G64920,Hyper-marked
AT5G64930,Hyper-marked
AT5G64960,Unchanged
AT5G64970,De-novo marked
AT5G64980,Unchanged
AT5G65000,Hyper-marked
AT5G65010,Hyper-marked
AT5G65050,De-novo marked
AT5G65060,De-novo marked
AT5G65110,Hyper-marked
AT5G65120,Hyper-marked
AT5G65180,Unchanged
AT5G65200,Hyper-marked
AT5G65205,De-novo marked
AT5G65240,Hyper-marked
AT5G65250,Unchanged
AT5G65260,De-novo marked
AT5G65290,De-novo marked
AT5G65350,Hyper-marked
AT5G65360,Hyper-marked
AT5G65400,Unchanged
AT5G65420,De-novo marked
AT5G65440,Unchanged
AT5G65450,Hyper-marked
AT5G65460,De-novo marked
AT5G65490,De-novo marked
AT5G65540,De-novo marked
AT5G65560,De-novo marked
AT5G65575,De-novo marked
AT5G65580,De-novo marked
AT5G65609,Unchanged
AT5G65630,Unchanged
AT5G65685,Hyper-marked
AT5G65700,Unchanged
AT5G65710,Hyper-marked
AT5G65720,Hyper-marked
AT5G65770,De-novo marked
AT5G65780,De-novo marked
AT5G65820,Hyper-marked
AT5G65830,Hyper-marked
AT5G65840,Hyper-marked
AT5G65850,Hyper-marked
AT5G65860,Hyper-marked
AT5G65880,Unchanged
AT5G65900,Unchanged
AT5G65910,De-novo marked
AT5G65920,Unchanged
AT5G65930,De-novo marked
AT5G65940,Hyper-marked
AT5G66010,De-novo marked
AT5G66050,Unchanged
AT5G66055,Hypo-marked
AT5G66060,Unchanged
AT5G66120,Hyper-marked
AT5G66130,Hyper-marked
AT5G66140,De-novo marked
AT5G66160,De-novo marked
AT5G66180,Unchanged
AT5G66240,Unchanged
AT5G66250,Unchanged
AT5G66270,Hypo-marked
AT5G66290,Hypo-marked
AT5G66310,Hypo-marked
AT5G66360,Unchanged
AT5G66410,Hypo-marked
AT5G66420,Hyper-marked
AT5G66450,De-novo marked
AT5G66470,Hyper-marked
AT5G66510,Unchanged
AT5G66530,Unchanged
AT5G66540,De-novo marked
AT5G66550,De-novo marked
AT5G66558,Unchanged
AT5G66560,Unchanged
AT5G66562,Unchanged
AT5G66564,Unchanged
AT5G66567,Unchanged
AT5G66595,Unchanged
AT5G66607,Hyper-marked
AT5G66610,Unchanged
AT5G66620,Unchanged
AT5G66658,Unchanged
AT5G66680,Unchanged
AT5G66710,Hyper-marked
