ubp5_targets,cat
AT5G04500,Unchanged
AT5G04510,Unchanged
AT5G04540,Unchanged
AT5G04600,Hyper-marked
AT5G04610,Hyper-marked
AT5G04630,Unchanged
AT5G04660,Hyper-marked
AT5G04670,Hyper-marked
AT5G04750,Hyper-marked
AT5G04760,De-novo marked
AT5G04770,Hypo-marked
AT5G04820,Unchanged
AT5G04830,De-novo marked
AT5G04840,Hyper-marked
AT5G04860,Hyper-marked
AT5G04890,De-novo marked
AT5G04895,Hypo-marked
AT5G04920,De-novo marked
AT5G04930,Unchanged
AT5G04940,Unchanged
AT5G04975,Unchanged
AT5G04990,De-novo marked
AT5G05060,De-novo marked
AT5G05080,Unchanged
AT5G05085,Unchanged
AT5G05090,Unchanged
AT5G05100,Unchanged
AT5G05110,Hyper-marked
AT5G05130,Hyper-marked
AT5G05170,Hypo-marked
AT5G05230,Hyper-marked
AT5G05240,Hypo-marked
AT5G05305,Unchanged
AT5G05310,Hypo-marked
AT5G05330,Hypo-marked
AT5G05350,Hyper-marked
AT5G05360,De-novo marked
AT5G05370,Hyper-marked
AT5G05380,Hyper-marked
AT5G05410,Unchanged
AT5G05430,Unchanged
AT5G05435,Unchanged
AT5G05465,Hyper-marked
AT5G05470,Hyper-marked
AT5G05480,Unchanged
AT5G05490,Unchanged
AT5G05510,Hyper-marked
AT5G05520,Hyper-marked
AT5G05570,De-novo marked
AT5G05580,De-novo marked
AT5G05590,De-novo marked
AT5G05670,Unchanged
AT5G05700,De-novo marked
AT5G05710,De-novo marked
AT5G05730,Hyper-marked
AT5G05740,De-novo marked
AT5G05760,De-novo marked
AT5G05780,Unchanged
AT5G05785,Hyper-marked
AT5G05800,Hypo-marked
AT5G05810,Hypo-marked
AT5G05820,Hyper-marked
AT5G05850,Hypo-marked
AT5G05870,Hypo-marked
AT5G05920,De-novo marked
AT5G05930,De-novo marked
AT5G05970,De-novo marked
AT5G05975,Unchanged
AT5G05987,Hyper-marked
AT5G05990,Hyper-marked
AT5G06050,De-novo marked
AT5G06100,Unchanged
AT5G06115,Unchanged
AT5G06130,De-novo marked
AT5G06140,De-novo marked
AT5G06150,De-novo marked
AT5G06160,De-novo marked
AT5G06165,Hypo-marked
AT5G06180,Hyper-marked
AT5G06210,Hyper-marked
AT5G06220,Hyper-marked
AT5G06260,De-novo marked
AT5G06265,De-novo marked
AT5G06278,Unchanged
AT5G06280,De-novo marked
AT5G06310,Hyper-marked
AT5G06320,Unchanged
AT5G06370,De-novo marked
AT5G06410,Hyper-marked
AT5G06420,Hyper-marked
AT5G06430,Unchanged
AT5G06440,Hyper-marked
AT5G06450,Hyper-marked
AT5G06550,Unchanged
AT5G06560,Unchanged
AT5G06580,Hypo-marked
AT5G06590,De-novo marked
AT5G06600,Unchanged
AT5G06670,Hyper-marked
AT5G06680,De-novo marked
AT5G06770,De-novo marked
AT5G06780,Unchanged
AT5G06811,Unchanged
AT5G06830,De-novo marked
AT5G06885,Hyper-marked
AT5G06910,Hypo-marked
AT5G06950,Unchanged
AT5G06960,De-novo marked
AT5G06970,De-novo marked
AT5G07015,Unchanged
AT5G07020,De-novo marked
AT5G07095,Hypo-marked
AT5G07105,Hypo-marked
AT5G07130,De-novo marked
AT5G07140,Hyper-marked
AT5G07270,Unchanged
AT5G07290,De-novo marked
AT5G07320,Unchanged
AT5G07370,Unchanged
AT5G07380,Unchanged
AT5G07400,Hypo-marked
AT5G07440,De-novo marked
AT5G07445,Unchanged
AT5G07470,Hyper-marked
AT5G07590,Unchanged
AT5G07625,Unchanged
AT5G07630,Unchanged
AT5G07660,Hyper-marked
AT5G07670,De-novo marked
AT5G07710,Unchanged
AT5G07725,Hyper-marked
AT5G07730,Hyper-marked
AT5G07735,Hyper-marked
AT5G07740,Hyper-marked
AT5G07770,Unchanged
AT5G07810,Hyper-marked
AT5G07820,Hyper-marked
AT5G07840,Unchanged
AT5G07890,De-novo marked
AT5G07900,De-novo marked
AT5G07910,De-novo marked
AT5G07940,Unchanged
AT5G07970,Unchanged
AT5G07975,Hyper-marked
AT5G07980,Unchanged
AT5G08040,Hyper-marked
AT5G08050,Hyper-marked
AT5G08060,Hyper-marked
AT5G08080,Unchanged
AT5G08090,Unchanged
AT5G08110,Unchanged
AT5G08120,De-novo marked
AT5G08130,Hyper-marked
AT5G08139,Hyper-marked
AT5G08160,Hyper-marked
AT5G08175,Hyper-marked
AT5G08230,Hyper-marked
AT5G08235,De-novo marked
AT5G08280,Unchanged
AT5G08290,Unchanged
AT5G08300,Unchanged
AT5G08310,De-novo marked
AT5G08335,Unchanged
AT5G08340,Unchanged
AT5G08360,Unchanged
AT5G08390,Hyper-marked
AT5G08410,Hyper-marked
AT5G08415,De-novo marked
AT5G08440,Hyper-marked
AT5G08450,Unchanged
AT5G08470,Unchanged
AT5G08520,Unchanged
AT5G08530,Unchanged
AT5G08535,Unchanged
AT5G08550,Hyper-marked
AT5G08560,Hyper-marked
AT5G08565,Hyper-marked
AT5G08570,Hyper-marked
AT5G08580,Hyper-marked
AT5G08610,Hyper-marked
AT5G08615,De-novo marked
AT5G08620,De-novo marked
AT5G08630,Unchanged
AT5G08640,Unchanged
AT5G08680,Hypo-marked
AT5G08710,De-novo marked
AT5G08720,Unchanged
AT5G08770,Hyper-marked
AT5G08780,Hyper-marked
AT5G08790,Unchanged
AT5G08850,Unchanged
AT5G08855,Unchanged
AT5G08860,Unchanged
AT5G08865,Unchanged
AT5G08895,De-novo marked
AT5G08980,Unchanged
AT5G09140,De-novo marked
AT5G09165,Hyper-marked
AT5G09185,Hyper-marked
AT5G09195,Hyper-marked
AT5G09250,De-novo marked
AT5G09260,De-novo marked
AT5G09275,De-novo marked
AT5G09285,Hyper-marked
AT5G09310,Hyper-marked
AT5G09315,Hyper-marked
AT5G09330,De-novo marked
AT5G09335,Unchanged
AT5G09350,Hyper-marked
AT5G09360,Hyper-marked
AT5G09390,De-novo marked
AT5G09405,Unchanged
AT5G09410,De-novo marked
AT5G09420,Hyper-marked
AT5G09430,Hyper-marked
AT5G09450,De-novo marked
AT5G09460,De-novo marked
AT5G09495,Hyper-marked
AT5G09510,De-novo marked
AT5G09525,Hyper-marked
AT5G09540,Hypo-marked
AT5G09580,Hyper-marked
AT5G09590,Hyper-marked
AT5G09600,Unchanged
AT5G09620,Unchanged
AT5G09630,Unchanged
AT5G09645,Unchanged
AT5G09680,Unchanged
AT5G09685,De-novo marked
AT5G09690,Hyper-marked
AT5G09700,Hyper-marked
AT5G09730,Hypo-marked
AT5G09740,De-novo marked
AT5G09770,De-novo marked
AT5G09790,Hyper-marked
AT5G09800,Hyper-marked
AT5G09820,Hyper-marked
AT5G09830,Hyper-marked
AT5G09840,Hyper-marked
AT5G09845,Hyper-marked
AT5G09860,De-novo marked
AT5G09870,De-novo marked
AT5G09880,Unchanged
AT5G09900,Unchanged
AT5G09910,Unchanged
AT5G09920,Unchanged
AT5G09925,Hypo-marked
AT5G09995,Hyper-marked
AT5G10010,Hyper-marked
AT5G10020,Hyper-marked
AT5G10030,Hyper-marked
AT5G10050,Hyper-marked
AT5G10060,De-novo marked
AT5G10070,Hyper-marked
AT5G10080,Unchanged
AT5G10110,Hypo-marked
AT5G10140,Hypo-marked
AT5G10160,De-novo marked
AT5G10200,De-novo marked
AT5G10270,De-novo marked
AT5G10290,De-novo marked
AT5G10310,Hypo-marked
AT5G10330,De-novo marked
AT5G10336,De-novo marked
AT5G10370,Hyper-marked
AT5G10400,Unchanged
AT5G10460,Hypo-marked
AT5G10470,De-novo marked
AT5G10480,De-novo marked
AT5G10490,De-novo marked
AT5G10540,Hyper-marked
AT5G10550,De-novo marked
AT5G10572,Unchanged
AT5G10690,Hyper-marked
AT5G10695,Hyper-marked
AT5G10700,Hyper-marked
AT5G10710,Hyper-marked
AT5G10730,De-novo marked
AT5G10740,De-novo marked
AT5G10745,De-novo marked
AT5G10770,Hypo-marked
AT5G10780,Unchanged
AT5G10810,De-novo marked
AT5G10830,Unchanged
AT5G10840,Unchanged
AT5G10860,De-novo marked
AT5G10870,De-novo marked
AT5G10900,Hyper-marked
AT5G10910,Hyper-marked
AT5G10920,Hyper-marked
AT5G10930,Unchanged
AT5G10940,De-novo marked
AT5G10950,De-novo marked
AT5G10960,Unchanged
AT5G10965,Unchanged
AT5G10980,Unchanged
AT5G11000,Unchanged
AT5G11030,Hyper-marked
AT5G11040,Hyper-marked
AT5G11110,Hyper-marked
AT5G11150,De-novo marked
AT5G11170,Unchanged
AT5G11200,De-novo marked
AT5G11230,Hyper-marked
AT5G11240,Unchanged
AT5G11260,Hyper-marked
AT5G11300,De-novo marked
AT5G11310,De-novo marked
AT5G11340,Hyper-marked
AT5G11350,Hyper-marked
AT5G11380,De-novo marked
AT5G11390,Unchanged
AT5G11425,De-novo marked
AT5G11430,De-novo marked
AT5G11470,Unchanged
AT5G11480,Hyper-marked
AT5G11490,Hyper-marked
AT5G11500,De-novo marked
AT5G11510,De-novo marked
AT5G11520,Hyper-marked
AT5G11530,Unchanged
AT5G11560,Unchanged
AT5G11580,Unchanged
AT5G11600,Hypo-marked
AT5G11630,Hypo-marked
AT5G11650,Hyper-marked
AT5G11680,Unchanged
AT5G11690,De-novo marked
AT5G11700,Unchanged
AT5G11730,Unchanged
AT5G11750,Hyper-marked
AT5G11770,De-novo marked
AT5G11780,Hyper-marked
AT5G11810,Hyper-marked
AT5G11840,De-novo marked
AT5G11850,Unchanged
AT5G11860,Unchanged
AT5G11870,Unchanged
AT5G11880,Hyper-marked
AT5G11900,De-novo marked
AT5G11910,De-novo marked
AT5G11960,De-novo marked
AT5G12040,Unchanged
AT5G12120,Unchanged
AT5G12150,Unchanged
AT5G12190,Hyper-marked
AT5G12220,De-novo marked
AT5G12230,Unchanged
AT5G12240,De-novo marked
AT5G12250,Hyper-marked
AT5G12260,De-novo marked
AT5G12310,Unchanged
AT5G12320,De-novo marked
AT5G12350,De-novo marked
AT5G12360,De-novo marked
AT5G12390,Hyper-marked
AT5G12400,De-novo marked
AT5G12410,Unchanged
AT5G12430,De-novo marked
AT5G12480,Hyper-marked
AT5G12840,De-novo marked
AT5G12920,Unchanged
AT5G12930,Unchanged
AT5G12940,Unchanged
AT5G12980,De-novo marked
AT5G13010,Unchanged
AT5G13020,De-novo marked
AT5G13050,De-novo marked
AT5G13060,De-novo marked
AT5G13070,De-novo marked
AT5G13120,De-novo marked
AT5G13160,Unchanged
AT5G13220,Unchanged
AT5G13240,Unchanged
AT5G13260,Hyper-marked
AT5G13280,Hyper-marked
AT5G13300,De-novo marked
AT5G13310,De-novo marked
AT5G13340,Hypo-marked
AT5G13390,Hypo-marked
AT5G13410,De-novo marked
AT5G13420,Unchanged
AT5G13450,Unchanged
AT5G13480,Unchanged
AT5G13490,Unchanged
AT5G13500,Unchanged
AT5G13520,Unchanged
AT5G13530,De-novo marked
AT5G13550,Hyper-marked
AT5G13560,De-novo marked
AT5G13565,Unchanged
AT5G13570,Unchanged
AT5G13610,Hypo-marked
AT5G13640,Hyper-marked
AT5G13660,Hyper-marked
AT5G13680,De-novo marked
AT5G13690,De-novo marked
AT5G13700,Hyper-marked
AT5G13740,Hyper-marked
AT5G13780,Unchanged
AT5G13790,Unchanged
AT5G13810,De-novo marked
AT5G13820,Hyper-marked
AT5G13840,Hyper-marked
AT5G13850,Unchanged
AT5G13860,Unchanged
AT5G13890,Unchanged
AT5G13920,Hypo-marked
AT5G13950,Unchanged
AT5G13960,Unchanged
AT5G13970,De-novo marked
AT5G14040,Unchanged
AT5G14050,Unchanged
AT5G14080,De-novo marked
AT5G14100,Unchanged
AT5G14105,Unchanged
AT5G14140,Hyper-marked
AT5G14170,Unchanged
AT5G14220,De-novo marked
AT5G14230,Unchanged
AT5G14240,Hyper-marked
AT5G14260,De-novo marked
AT5G14270,Hyper-marked
AT5G14275,Unchanged
AT5G14280,Hyper-marked
AT5G14285,Hyper-marked
AT5G14310,De-novo marked
AT5G14390,Hyper-marked
AT5G14420,Unchanged
AT5G14460,Hyper-marked
AT5G14480,De-novo marked
AT5G14500,Hyper-marked
AT5G14520,Hyper-marked
AT5G14530,Hyper-marked
AT5G14540,Unchanged
AT5G14590,Hyper-marked
AT5G14600,Hyper-marked
AT5G14610,Unchanged
AT5G14660,Unchanged
AT5G14680,Hypo-marked
AT5G14720,De-novo marked
AT5G14760,Hyper-marked
AT5G14770,Unchanged
AT5G14780,Unchanged
AT5G14790,De-novo marked
AT5G14810,Unchanged
AT5G14820,Hypo-marked
AT5G14870,Hyper-marked
AT5G14880,Hyper-marked
AT5G14895,Hypo-marked
AT5G14960,De-novo marked
AT5G14970,Hyper-marked
AT5G15008,Unchanged
AT5G15010,Unchanged
AT5G15020,De-novo marked
AT5G15022,Hyper-marked
AT5G15025,Hyper-marked
AT5G15050,Hyper-marked
AT5G15070,Unchanged
AT5G15080,De-novo marked
AT5G15090,De-novo marked
AT5G15170,De-novo marked
AT5G15175,Unchanged
AT5G15220,Unchanged
AT5G15260,De-novo marked
AT5G15270,Hyper-marked
AT5G15280,Hyper-marked
AT5G15320,Hypo-marked
AT5G15390,Hypo-marked
AT5G15400,De-novo marked
AT5G15410,Unchanged
AT5G15460,Unchanged
AT5G15470,De-novo marked
AT5G15490,Unchanged
AT5G15510,Unchanged
AT5G15520,Hypo-marked
AT5G15540,De-novo marked
AT5G15550,De-novo marked
AT5G15570,Unchanged
AT5G15600,Unchanged
AT5G15610,Unchanged
AT5G15640,De-novo marked
AT5G15680,De-novo marked
AT5G15700,De-novo marked
AT5G15710,De-novo marked
AT5G15750,Unchanged
AT5G15760,De-novo marked
AT5G15770,De-novo marked
AT5G15780,Unchanged
AT5G15790,De-novo marked
AT5G15810,De-novo marked
AT5G15820,Hyper-marked
AT5G15833,Unchanged
AT5G15840,Hypo-marked
AT5G15843,Hypo-marked
AT5G15860,Hyper-marked
AT5G15870,Hyper-marked
AT5G15910,De-novo marked
AT5G15920,De-novo marked
AT5G15950,Hyper-marked
AT5G15980,Unchanged
AT5G16050,De-novo marked
AT5G16060,De-novo marked
AT5G16140,Hyper-marked
AT5G16180,Unchanged
AT5G16200,Hyper-marked
AT5G16220,De-novo marked
AT5G16230,Hypo-marked
AT5G16235,Hypo-marked
AT5G16240,Hypo-marked
AT5G16270,Unchanged
AT5G16280,Hyper-marked
AT5G16290,Hyper-marked
AT5G16300,De-novo marked
AT5G16310,De-novo marked
AT5G16320,De-novo marked
AT5G16340,Hypo-marked
AT5G16380,Hyper-marked
AT5G16400,Unchanged
AT5G16420,Hypo-marked
AT5G16470,Unchanged
AT5G16480,De-novo marked
AT5G16505,Unchanged
AT5G16510,Unchanged
AT5G16540,Hyper-marked
AT5G16550,Hyper-marked
AT5G16590,Hyper-marked
AT5G16610,De-novo marked
AT5G16620,De-novo marked
AT5G16640,De-novo marked
AT5G16650,De-novo marked
AT5G16660,Unchanged
AT5G16680,Unchanged
AT5G16710,Hyper-marked
AT5G16720,Hyper-marked
AT5G16750,De-novo marked
AT5G16760,De-novo marked
AT5G16780,De-novo marked
AT5G16790,De-novo marked
AT5G16800,Unchanged
AT5G16810,Hyper-marked
AT5G16830,De-novo marked
AT5G16840,De-novo marked
AT5G16850,Hyper-marked
AT5G16870,De-novo marked
AT5G16880,Hyper-marked
AT5G16890,Hyper-marked
AT5G16930,De-novo marked
AT5G16950,De-novo marked
AT5G16970,Unchanged
AT5G16990,Hyper-marked
AT5G17010,Hyper-marked
AT5G17020,Unchanged
AT5G17060,De-novo marked
AT5G17070,De-novo marked
AT5G17150,De-novo marked
AT5G17160,Hyper-marked
AT5G17210,De-novo marked
AT5G17240,Hyper-marked
AT5G17250,Hyper-marked
AT5G17270,Hyper-marked
AT5G17290,Hyper-marked
AT5G17300,Hyper-marked
AT5G17305,Hyper-marked
AT5G17360,De-novo marked
AT5G17380,Unchanged
AT5G17400,De-novo marked
AT5G17440,De-novo marked
AT5G17490,Hypo-marked
AT5G17510,De-novo marked
AT5G17520,De-novo marked
AT5G17523,De-novo marked
AT5G17550,De-novo marked
AT5G17560,De-novo marked
AT5G17600,Hyper-marked
AT5G17610,De-novo marked
AT5G17620,De-novo marked
AT5G17630,De-novo marked
AT5G17660,Hyper-marked
AT5G17710,Hyper-marked
AT5G17770,Unchanged
AT5G17840,De-novo marked
AT5G17900,De-novo marked
AT5G17930,Unchanged
AT5G17950,Unchanged
AT5G17980,Hypo-marked
AT5G17990,Hypo-marked
AT5G18070,Hypo-marked
AT5G18110,Unchanged
AT5G18120,De-novo marked
AT5G18140,De-novo marked
AT5G18150,De-novo marked
AT5G18200,Hyper-marked
AT5G18210,Hyper-marked
AT5G18230,De-novo marked
AT5G18240,Hyper-marked
AT5G18245,Hyper-marked
AT5G18250,Unchanged
AT5G18255,Unchanged
AT5G18280,Hyper-marked
AT5G18320,Hypo-marked
AT5G18340,Unchanged
AT5G18390,Unchanged
AT5G18420,Unchanged
AT5G18440,De-novo marked
AT5G18475,De-novo marked
AT5G18480,Unchanged
AT5G18500,Unchanged
AT5G18525,Unchanged
AT5G18540,Unchanged
AT5G18550,Unchanged
AT5G18570,Hyper-marked
AT5G18630,Hyper-marked
AT5G18640,De-novo marked
AT5G18660,Hyper-marked
AT5G18670,Unchanged
AT5G18700,De-novo marked
AT5G18710,De-novo marked
AT5G18748,Hyper-marked
AT5G18750,Hyper-marked
AT5G18760,De-novo marked
AT5G18770,De-novo marked
AT5G18810,Hyper-marked
AT5G18820,Hyper-marked
AT5G18830,De-novo marked
AT5G18850,Unchanged
AT5G18900,Unchanged
AT5G18920,Unchanged
AT5G18950,De-novo marked
AT5G18960,De-novo marked
AT5G18980,De-novo marked
AT5G19000,Unchanged
AT5G19010,De-novo marked
AT5G19030,De-novo marked
AT5G19050,Hyper-marked
AT5G19060,Hyper-marked
AT5G19070,Hyper-marked
AT5G19170,Unchanged
AT5G19210,De-novo marked
AT5G19280,De-novo marked
AT5G19290,Hyper-marked
AT5G19300,Hyper-marked
AT5G19310,Hyper-marked
AT5G19350,Unchanged
AT5G19380,Hyper-marked
AT5G19390,Hyper-marked
AT5G19400,Unchanged
AT5G19420,De-novo marked
AT5G19430,De-novo marked
AT5G19440,Hyper-marked
AT5G19450,Unchanged
AT5G19460,Hyper-marked
AT5G19480,De-novo marked
AT5G19485,De-novo marked
AT5G19490,Hyper-marked
AT5G19570,Unchanged
AT5G19580,Unchanged
AT5G19590,De-novo marked
AT5G19595,Unchanged
AT5G19620,De-novo marked
AT5G19660,Hyper-marked
AT5G19670,Hyper-marked
AT5G19680,Unchanged
AT5G19780,Hypo-marked
AT5G19820,De-novo marked
AT5G19830,De-novo marked
AT5G19850,De-novo marked
AT5G19900,De-novo marked
AT5G19910,De-novo marked
AT5G19920,De-novo marked
AT5G19930,Hyper-marked
AT5G19950,De-novo marked
AT5G19960,De-novo marked
AT5G19980,Hyper-marked
AT5G19990,De-novo marked
AT5G20000,De-novo marked
AT5G20010,De-novo marked
AT5G20040,Hyper-marked
AT5G20060,Unchanged
AT5G20070,Hyper-marked
AT5G20090,Hypo-marked
AT5G20120,De-novo marked
AT5G20150,De-novo marked
AT5G20160,Unchanged
AT5G20165,De-novo marked
AT5G20170,De-novo marked
AT5G20180,De-novo marked
AT5G20220,De-novo marked
AT5G20350,Unchanged
AT5G20380,Unchanged
AT5G20410,Unchanged
AT5G20500,De-novo marked
AT5G20540,Unchanged
AT5G20570,Unchanged
AT5G20580,Hyper-marked
AT5G20600,De-novo marked
AT5G20610,De-novo marked
AT5G20620,Hypo-marked
AT5G20650,De-novo marked
AT5G20680,De-novo marked
AT5G20720,De-novo marked
AT5G20750,Unchanged
AT5G20810,Hypo-marked
AT5G20840,De-novo marked
AT5G20850,De-novo marked
AT5G20870,Hyper-marked
AT5G20880,Unchanged
AT5G20890,De-novo marked
AT5G20910,De-novo marked
AT5G20920,Unchanged
AT5G20930,De-novo marked
AT5G21010,De-novo marked
AT5G21020,De-novo marked
AT5G21040,Hypo-marked
AT5G21060,Hyper-marked
AT5G21070,De-novo marked
AT5G21090,De-novo marked
AT5G21100,Hypo-marked
AT5G21105,Hypo-marked
AT5G21140,De-novo marked
AT5G21160,Hyper-marked
AT5G21326,De-novo marked
AT5G21430,Unchanged
AT5G21900,De-novo marked
AT5G21990,De-novo marked
AT5G22000,Unchanged
AT5G22010,De-novo marked
AT5G22020,De-novo marked
AT5G22030,Unchanged
AT5G22040,De-novo marked
AT5G22060,Hyper-marked
AT5G22070,De-novo marked
AT5G22080,De-novo marked
AT5G22090,Unchanged
AT5G22100,De-novo marked
AT5G22110,Unchanged
AT5G22120,De-novo marked
AT5G22140,Hyper-marked
AT5G22210,De-novo marked
AT5G22220,De-novo marked
AT5G22250,Hypo-marked
AT5G22280,Hyper-marked
AT5G22290,Hyper-marked
AT5G22400,De-novo marked
AT5G22450,Unchanged
AT5G22460,Unchanged
AT5G22510,Unchanged
AT5G22608,De-novo marked
AT5G22620,De-novo marked
AT5G22650,De-novo marked
AT5G22690,De-novo marked
AT5G22700,Unchanged
AT5G22750,De-novo marked
AT5G22760,De-novo marked
AT5G22780,Unchanged
AT5G22790,Hyper-marked
AT5G22794,De-novo marked
AT5G22840,Unchanged
AT5G22850,De-novo marked
AT5G22875,Hypo-marked
AT5G22950,Unchanged
AT5G23040,De-novo marked
AT5G23050,De-novo marked
AT5G23070,Hyper-marked
AT5G23120,De-novo marked
AT5G23140,De-novo marked
AT5G23150,De-novo marked
AT5G23230,Hypo-marked
AT5G23250,De-novo marked
AT5G23300,De-novo marked
AT5G23310,De-novo marked
AT5G23320,De-novo marked
AT5G23340,De-novo marked
AT5G23380,De-novo marked
AT5G23390,De-novo marked
AT5G23405,De-novo marked
AT5G23410,De-novo marked
AT5G23411,De-novo marked
AT5G23420,Unchanged
AT5G23430,Hyper-marked
AT5G23440,De-novo marked
AT5G23450,Unchanged
AT5G23460,Unchanged
AT5G23490,De-novo marked
AT5G23530,Unchanged
AT5G23535,De-novo marked
AT5G23540,Unchanged
AT5G23550,De-novo marked
AT5G23575,De-novo marked
AT5G23590,Unchanged
AT5G23610,Unchanged
AT5G23630,Unchanged
AT5G23670,Hyper-marked
AT5G23680,De-novo marked
AT5G23690,De-novo marked
AT5G23700,Hyper-marked
AT5G23710,De-novo marked
AT5G23720,De-novo marked
AT5G23860,Hyper-marked
AT5G23880,De-novo marked
AT5G23908,De-novo marked
AT5G23910,De-novo marked
AT5G23955,Unchanged
AT5G24000,Hyper-marked
AT5G24020,De-novo marked
AT5G24060,De-novo marked
AT5G24120,Hyper-marked
AT5G24170,Unchanged
AT5G24206,Unchanged
AT5G24240,Unchanged
AT5G24300,Hyper-marked
AT5G24318,De-novo marked
AT5G24330,Hyper-marked
AT5G24350,De-novo marked
AT5G24360,De-novo marked
AT5G24380,Unchanged
AT5G24400,De-novo marked
AT5G24610,De-novo marked
AT5G24630,Hyper-marked
AT5G24650,Hyper-marked
AT5G24680,De-novo marked
AT5G24690,Unchanged
AT5G24740,De-novo marked
AT5G24830,De-novo marked
AT5G24980,Unchanged
AT5G25010,Hyper-marked
AT5G25020,Hypo-marked
AT5G25060,De-novo marked
AT5G25080,De-novo marked
AT5G25310,De-novo marked
AT5G25450,Unchanged
AT5G25520,Unchanged
AT5G25540,De-novo marked
AT5G25560,De-novo marked
AT5G25570,Unchanged
AT5G25580,De-novo marked
AT5G25756,De-novo marked
AT5G25760,De-novo marked
AT5G25780,Unchanged
AT5G25790,De-novo marked
AT5G25910,Hyper-marked
AT5G25930,De-novo marked
AT5G25990,De-novo marked
AT5G25995,De-novo marked
AT5G26030,De-novo marked
AT5G26040,De-novo marked
AT5G26110,Unchanged
AT5G26610,Unchanged
AT5G26710,Unchanged
AT5G26720,De-novo marked
AT5G26740,De-novo marked
AT5G26760,De-novo marked
AT5G26860,Hyper-marked
AT5G26910,De-novo marked
AT5G26940,Hypo-marked
AT5G26960,Unchanged
AT5G26980,De-novo marked
AT5G26990,De-novo marked
AT5G27037,Unchanged
AT5G27060,Hyper-marked
AT5G27065,Hyper-marked
AT5G27190,Unchanged
AT5G27210,De-novo marked
AT5G27240,Unchanged
AT5G27280,De-novo marked
AT5G27300,De-novo marked
AT5G27330,De-novo marked
AT5G27345,Unchanged
AT5G27395,De-novo marked
AT5G27430,De-novo marked
AT5G27440,De-novo marked
AT5G27450,De-novo marked
AT5G27460,De-novo marked
AT5G27520,De-novo marked
AT5G27550,De-novo marked
AT5G27610,De-novo marked
AT5G27620,De-novo marked
AT5G27630,Unchanged
AT5G27650,Unchanged
AT5G27660,Unchanged
AT5G27670,Hyper-marked
AT5G27680,Hyper-marked
AT5G27710,Hyper-marked
AT5G27740,De-novo marked
AT5G27750,De-novo marked
AT5G27760,De-novo marked
AT5G27840,Unchanged
AT5G27860,Unchanged
AT5G27902,Unchanged
AT5G27970,De-novo marked
AT5G27990,De-novo marked
AT5G28040,Unchanged
AT5G28050,De-novo marked
AT5G28110,Unchanged
AT5G28120,Unchanged
AT5G28173,Unchanged
AT5G28220,Unchanged
AT5G28235,Unchanged
AT5G28262,De-novo marked
AT5G28263,Unchanged
AT5G28280,Unchanged
AT5G28310,Unchanged
AT5G28320,Hyper-marked
AT5G28350,Hypo-marked
AT5G28370,Hypo-marked
AT5G28405,Unchanged
AT5G28442,Hyper-marked
AT5G28460,Unchanged
AT5G28466,Unchanged
AT5G28530,De-novo marked
AT5G28715,Unchanged
AT5G28740,De-novo marked
AT5G28840,Hyper-marked
AT5G28926,Unchanged
AT5G29568,Unchanged
AT5G30490,Unchanged
AT5G30495,De-novo marked
AT5G31873,Unchanged
AT5G31999,Unchanged
AT5G32107,Unchanged
AT5G32241,Unchanged
AT5G32440,Unchanged
AT5G32481,Unchanged
AT5G32511,Unchanged
AT5G32512,Unchanged
AT5G32513,Unchanged
AT5G32566,Unchanged
AT5G32690,Unchanged
AT5G32726,Unchanged
AT5G32750,Unchanged
AT5G32775,Unchanged
AT5G33226,Unchanged
AT5G33280,Hyper-marked
AT5G33300,De-novo marked
AT5G33382,Unchanged
AT5G33385,Unchanged
AT5G35045,Unchanged
AT5G35052,Unchanged
AT5G35057,Unchanged
AT5G35061,Unchanged
AT5G35065,Unchanged
AT5G35180,Hyper-marked
AT5G35210,Unchanged
AT5G35320,De-novo marked
AT5G35360,De-novo marked
AT5G35420,Unchanged
AT5G35520,De-novo marked
AT5G35575,Unchanged
AT5G35590,Unchanged
AT5G35680,Unchanged
AT5G35700,De-novo marked
AT5G35753,De-novo marked
AT5G35910,De-novo marked
AT5G35980,Unchanged
AT5G36000,De-novo marked
AT5G36075,Unchanged
AT5G36210,Hypo-marked
AT5G36230,Unchanged
AT5G36260,Unchanged
AT5G36340,Unchanged
AT5G36450,Unchanged
AT5G36460,Unchanged
AT5G36520,Unchanged
AT5G36850,Unchanged
AT5G36860,Unchanged
AT5G36937,Unchanged
AT5G37055,Hypo-marked
AT5G37130,De-novo marked
AT5G37247,De-novo marked
AT5G37290,Unchanged
AT5G37310,De-novo marked
AT5G37370,Unchanged
AT5G37380,De-novo marked
AT5G37390,Unchanged
AT5G37400,De-novo marked
AT5G37410,De-novo marked
AT5G37415,De-novo marked
AT5G37420,De-novo marked
AT5G37460,De-novo marked
AT5G37470,De-novo marked
AT5G37510,De-novo marked
AT5G37530,De-novo marked
AT5G37630,De-novo marked
AT5G37665,Unchanged
AT5G37710,Hyper-marked
AT5G37715,Hyper-marked
AT5G37720,Unchanged
AT5G37750,De-novo marked
AT5G37790,Unchanged
AT5G37793,De-novo marked
AT5G37890,De-novo marked
AT5G38040,De-novo marked
AT5G38050,De-novo marked
AT5G38060,De-novo marked
AT5G38070,Unchanged
AT5G38110,De-novo marked
AT5G38290,Unchanged
AT5G38360,De-novo marked
AT5G38380,De-novo marked
AT5G38460,De-novo marked
