gene,type,gene_model_description,all_gene_symbols,log2foldchange,p_value,ubp5_target
AT5G55290,NA,NA,NA,NA,NA,NA
AT5G55300,NA,NA,NA,NA,NA,NA
AT5G55310,NA,NA,NA,NA,NA,NA
AT5G55390,NA,NA,NA,NA,NA,NA
AT5G55570,NA,NA,NA,NA,NA,NA
AT5G55640,downregulated,unknown protein; Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).,NA,-0.844401588332747,1.97341661453897e-4,TRUE
AT5G55670,NA,NA,NA,NA,NA,NA
AT5G55710,NA,NA,NA,NA,NA,NA
AT5G55790,NA,NA,NA,NA,NA,NA
AT5G55860,NA,NA,NA,NA,NA,NA
AT5G55940,NA,NA,NA,NA,NA,NA
AT5G56000,NA,NA,NA,NA,NA,NA
AT5G56010,NA,NA,NA,NA,NA,NA
AT5G56190,NA,NA,NA,NA,NA,NA
AT5G56270,NA,NA,NA,NA,NA,NA
AT5G56310,NA,NA,NA,NA,NA,NA
AT5G56350,NA,NA,NA,NA,NA,NA
AT5G56370,downregulated,"F-box/RNI-like/FBD-like domains-containing protein; CONTAINS InterPro DOMAIN/s: FBD (InterPro:IPR013596), F-box domain, cyclin-like (InterPro:IPR001810), F-box domain, Skp2-like (InterPro:IPR022364), FBD-like (InterPro:IPR006566), Leucine-rich repeat 2 (InterPro:IPR013101); BEST Arabidopsis thaliana protein match is: F-box/RNI-like/FBD-like domains-containing protein (TAIR:AT5G56420.2); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).",NA,-8.62683232221204,3.16145658090524e-24,FALSE
AT5G56580,NA,NA,NA,NA,NA,NA
AT5G56630,NA,NA,NA,NA,NA,NA
AT5G56740,NA,NA,NA,NA,NA,NA
AT5G56900,NA,NA,NA,NA,NA,NA
AT5G56910,NA,NA,NA,NA,NA,NA
AT5G56930,NA,NA,NA,NA,NA,NA
AT5G56980,NA,NA,NA,NA,NA,NA
AT5G56990,NA,NA,NA,NA,NA,NA
AT5G57000,downregulated,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 15 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G72690.1); Has 153 Blast hits to 116 proteins in 29 species: Archae - 0; Bacteria - 6; Metazoa - 33; Fungi - 7; Plants - 82; Viruses - 0; Other Eukaryotes - 25 (source: NCBI BLink).,NA,-0.789884836189627,0.00361749267792371,TRUE
AT5G57015,NA,NA,NA,NA,NA,NA
AT5G57015,NA,NA,NA,NA,NA,NA
AT5G57100,NA,NA,NA,NA,NA,NA
AT5G57120,NA,NA,NA,NA,NA,NA
AT5G57180,NA,NA,NA,NA,NA,NA
AT5G57300,NA,NA,NA,NA,NA,NA
AT5G57345,downregulated,unknown protein; Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).,NA,-0.800204433118386,2.30031567518716e-7,TRUE
AT5G57360,NA,NA,NA,NA,NA,NA
AT5G57410,NA,NA,NA,NA,NA,NA
AT5G57450,NA,NA,NA,NA,NA,NA
AT5G57560,NA,NA,NA,NA,NA,NA
AT5G57565,NA,NA,NA,NA,NA,NA
AT5G57570,NA,NA,NA,NA,NA,NA
AT5G57610,downregulated,"Protein kinase superfamily protein with octicosapeptide/Phox/Bem1p domain; FUNCTIONS IN: protein serine/threonine/tyrosine kinase activity, protein kinase activity; INVOLVED IN: protein amino acid phosphorylation; LOCATED IN: cellular_component unknown; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: Octicosapeptide/Phox/Bem1p (InterPro:IPR000270), Protein kinase, ATP binding site (InterPro:IPR017441), Protein kinase, catalytic domain (InterPro:IPR000719), Serine-threonine/tyrosine-protein kinase (InterPro:IPR001245), Protein kinase-like domain (InterPro:IPR011009), Serine/threonine-protein kinase, active site (InterPro:IPR008271); BEST Arabidopsis thaliana protein match is: Protein kinase superfamily protein with octicosapeptide/Phox/Bem1p domain (TAIR:AT1G16270.2); Has 119780 Blast hits to 118332 proteins in 4796 species: Archae - 124; Bacteria - 12838; Metazoa - 46034; Fungi - 10270; Plants - 32306; Viruses - 451; Other Eukaryotes - 17757 (source: NCBI BLink).",NA,-0.506759932181761,7.78686295922421e-4,TRUE
AT5G57660,downregulated,"CONSTANS-like 5 (COL5); FUNCTIONS IN: sequence-specific DNA binding transcription factor activity, zinc ion binding; INVOLVED IN: regulation of transcription; LOCATED IN: intracellular; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: CCT domain (InterPro:IPR010402), Zinc finger, B-box (InterPro:IPR000315); BEST Arabidopsis thaliana protein match is: CONSTANS-like 4 (TAIR:AT5G24930.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).",CONSTANS-LIKE 5 (COL5); (ATCOL5),-0.867453061593844,1.2073735220993e-8,FALSE
AT5G57710,NA,NA,NA,NA,NA,NA
AT5G58003,NA,NA,NA,NA,NA,NA
AT5G58020,NA,NA,NA,NA,NA,NA
AT5G58110,NA,NA,NA,NA,NA,NA
AT5G58190,NA,NA,NA,NA,NA,NA
AT5G58340,NA,NA,NA,NA,NA,NA
AT5G58380,NA,NA,NA,NA,NA,NA
AT5G58440,NA,NA,NA,NA,NA,NA
AT5G58450,NA,NA,NA,NA,NA,NA
AT5G58470,NA,NA,NA,NA,NA,NA
AT5G58530,NA,NA,NA,NA,NA,NA
AT5G58740,NA,NA,NA,NA,NA,NA
AT5G58770,NA,NA,NA,NA,NA,NA
AT5G58790,NA,NA,NA,NA,NA,NA
AT5G58870,NA,NA,NA,NA,NA,NA
AT5G59050,NA,NA,NA,NA,NA,NA
AT5G59180,NA,NA,NA,NA,NA,NA
AT5G08895,NA,NA,NA,NA,NA,NA
AT5G59230,NA,NA,NA,NA,NA,NA
AT5G59380,NA,NA,NA,NA,NA,NA
AT5G59430,downregulated,Encodes a telomeric repeat binding protein with a DNA binding domain at its C terminus. The DNA binding domain has a preference for GGTTTAG sequences and at least five of these repeats are required for recognition by a nearly full-length TRP1 protein.,TELOMERIC REPEAT BINDING PROTEIN 1 (TRP1);TELOMERE REPEAT BINDING PROTEIN 1 (ATTRP1),-0.506996029286674,6.02457496850499e-4,TRUE
AT5G59460,NA,NA,NA,NA,NA,NA
AT5G59550,NA,NA,NA,NA,NA,NA
AT5G59560,NA,NA,NA,NA,NA,NA
AT5G59710,NA,NA,NA,NA,NA,NA
AT5G59820,NA,NA,NA,NA,NA,NA
AT5G59900,NA,NA,NA,NA,NA,NA
AT5G59910,NA,NA,NA,NA,NA,NA
AT5G59950,NA,NA,NA,NA,NA,NA
AT5G59970,NA,NA,NA,NA,NA,NA
AT5G60030,NA,NA,NA,NA,NA,NA
AT5G60170,NA,NA,NA,NA,NA,NA
AT5G60280,NA,NA,NA,NA,NA,NA
AT5G60285,NA,NA,NA,NA,NA,NA
AT5G60335,NA,NA,NA,NA,NA,NA
AT5G60390,NA,NA,NA,NA,NA,NA
AT5G60410,NA,NA,NA,NA,NA,NA
AT5G60680,NA,NA,NA,NA,NA,NA
AT5G60750,NA,NA,NA,NA,NA,NA
AT5G08980,NA,NA,NA,NA,NA,NA
AT5G60860,NA,NA,NA,NA,NA,NA
AT5G61200,NA,NA,NA,NA,NA,NA
AT5G61210,NA,NA,NA,NA,NA,NA
AT5G61340,NA,NA,NA,NA,NA,NA
AT5G61460,NA,NA,NA,NA,NA,NA
AT5G61480,NA,NA,NA,NA,NA,NA
AT5G61500,NA,NA,NA,NA,NA,NA
AT5G61510,NA,NA,NA,NA,NA,NA
AT5G61530,NA,NA,NA,NA,NA,NA
AT5G61800,NA,NA,NA,NA,NA,NA
AT5G61810,NA,NA,NA,NA,NA,NA
AT5G61820,NA,NA,NA,NA,NA,NA
AT5G61910,NA,NA,NA,NA,NA,NA
AT5G61960,NA,NA,NA,NA,NA,NA
AT5G62020,NA,NA,NA,NA,NA,NA
AT5G62220,NA,NA,NA,NA,NA,NA
AT5G62410,NA,NA,NA,NA,NA,NA
AT5G62460,downregulated,"RING/FYVE/PHD zinc finger superfamily protein; FUNCTIONS IN: zinc ion binding; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF3675 (InterPro:IPR022143), Zinc finger, C3HC4 RING-type (InterPro:IPR018957), Zinc finger, RING-CH-type (InterPro:IPR011016); BEST Arabidopsis thaliana protein match is: RING/FYVE/PHD zinc finger superfamily protein (TAIR:AT3G47550.6); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).",NA,-0.520860417080188,8.16742933517748e-4,TRUE
AT5G62600,NA,NA,NA,NA,NA,NA
AT5G62620,NA,NA,NA,NA,NA,NA
AT5G62760,NA,NA,NA,NA,NA,NA
AT5G62865,NA,NA,NA,NA,NA,NA
AT5G62900,NA,NA,NA,NA,NA,NA
AT5G62910,NA,NA,NA,NA,NA,NA
AT5G63120,NA,NA,NA,NA,NA,NA
AT5G63140,NA,NA,NA,NA,NA,NA
AT5G63260,NA,NA,NA,NA,NA,NA
AT5G63320,NA,NA,NA,NA,NA,NA
AT5G63340,NA,NA,NA,NA,NA,NA
AT5G63370,NA,NA,NA,NA,NA,NA
AT5G63540,NA,NA,NA,NA,NA,NA
AT5G63550,NA,NA,NA,NA,NA,NA
AT5G63780,NA,NA,NA,NA,NA,NA
AT5G63790,NA,NA,NA,NA,NA,NA
AT5G63830,NA,NA,NA,NA,NA,NA
AT5G63840,NA,NA,NA,NA,NA,NA
AT5G63960,NA,NA,NA,NA,NA,NA
AT5G64070,NA,NA,NA,NA,NA,NA
AT5G64200,NA,NA,NA,NA,NA,NA
AT5G64220,NA,NA,NA,NA,NA,NA
AT5G64230,NA,NA,NA,NA,NA,NA
AT5G64270,NA,NA,NA,NA,NA,NA
AT5G64300,NA,NA,NA,NA,NA,NA
AT5G64420,NA,NA,NA,NA,NA,NA
AT5G64500,downregulated,"Major facilitator superfamily protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: transmembrane transport; LOCATED IN: membrane; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: Major facilitator superfamily (InterPro:IPR020846), Major facilitator superfamily MFS-1 (InterPro:IPR011701), Major facilitator superfamily, general substrate transporter (InterPro:IPR016196); BEST Arabidopsis thaliana protein match is: Major facilitator superfamily protein (TAIR:AT2G22730.1); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).",NA,-0.508220451599421,2.84018983201544e-4,TRUE
AT5G64570,upregulated,Encodes a beta-d-xylosidase that belongs to family 3 of glycoside hydrolases.,BETA-D-XYLOSIDASE 4 (XYL4);ARABIDOPSIS THALIANA BETA-D-XYLOSIDASE 4 (ATBXL4),0.86660835966534,1.98647115608824e-4,FALSE
AT5G64572,NA,NA,NA,NA,NA,NA
AT5G64610,NA,NA,NA,NA,NA,NA
AT5G64630,NA,NA,NA,NA,NA,NA
AT5G64640,NA,NA,NA,NA,NA,NA
AT5G64660,NA,NA,NA,NA,NA,NA
AT5G64670,NA,NA,NA,NA,NA,NA
AT5G64680,NA,NA,NA,NA,NA,NA
AT5G64880,NA,NA,NA,NA,NA,NA
AT5G64920,NA,NA,NA,NA,NA,NA
AT5G64940,NA,NA,NA,NA,NA,NA
AT5G64950,NA,NA,NA,NA,NA,NA
AT5G64960,NA,NA,NA,NA,NA,NA
AT5G65050,NA,NA,NA,NA,NA,NA
AT5G65060,NA,NA,NA,NA,NA,NA
AT5G65120,NA,NA,NA,NA,NA,NA
AT5G65180,NA,NA,NA,NA,NA,NA
AT5G65205,NA,NA,NA,NA,NA,NA
AT5G65440,NA,NA,NA,NA,NA,NA
AT5G65620,NA,NA,NA,NA,NA,NA
AT5G09405,NA,NA,NA,NA,NA,NA
AT5G65630,NA,NA,NA,NA,NA,NA
AT5G65687,NA,NA,NA,NA,NA,NA
AT5G65710,NA,NA,NA,NA,NA,NA
AT5G65780,NA,NA,NA,NA,NA,NA
AT5G65820,NA,NA,NA,NA,NA,NA
AT5G09495,NA,NA,NA,NA,NA,NA
AT5G65860,NA,NA,NA,NA,NA,NA
AT5G65900,NA,NA,NA,NA,NA,NA
AT5G66250,NA,NA,NA,NA,NA,NA
AT5G66270,NA,NA,NA,NA,NA,NA
AT5G66500,NA,NA,NA,NA,NA,NA
AT5G66510,NA,NA,NA,NA,NA,NA
AT5G66540,NA,NA,NA,NA,NA,NA
AT5G66650,NA,NA,NA,NA,NA,NA
AT5G66770,NA,NA,NA,NA,NA,NA
AT5G66950,NA,NA,NA,NA,NA,NA
AT5G67020,NA,NA,NA,NA,NA,NA
AT5G67080,NA,NA,NA,NA,NA,NA
AT5G67190,NA,NA,NA,NA,NA,NA
AT5G67330,NA,NA,NA,NA,NA,NA
AT5G67350,NA,NA,NA,NA,NA,NA
AT5G67410,NA,NA,NA,NA,NA,NA
AT5G67520,NA,NA,NA,NA,NA,NA
AT5G67530,NA,NA,NA,NA,NA,NA
AT5G67560,NA,NA,NA,NA,NA,NA
AT1G01010,NA,NA,NA,NA,NA,NA
AT1G28530,NA,NA,NA,NA,NA,NA
AT1G28715,NA,NA,NA,NA,NA,NA
AT1G29700,NA,NA,NA,NA,NA,NA
AT1G29840,NA,NA,NA,NA,NA,NA
AT1G29930,NA,NA,NA,NA,NA,NA
AT1G06337,NA,NA,NA,NA,NA,NA
AT1G30880,NA,NA,NA,NA,NA,NA
AT1G31240,NA,NA,NA,NA,NA,NA
AT1G31814,NA,NA,NA,NA,NA,NA
AT1G31817,NA,NA,NA,NA,NA,NA
AT1G31860,NA,NA,NA,NA,NA,NA
AT1G06573,NA,NA,NA,NA,NA,NA
AT1G32630,NA,NA,NA,NA,NA,NA
AT1G06613,NA,NA,NA,NA,NA,NA
AT1G32928,NA,NA,NA,NA,NA,NA
AT1G35515,NA,NA,NA,NA,NA,NA
AT1G36990,NA,NA,NA,NA,NA,NA
AT1G45163,NA,NA,NA,NA,NA,NA
AT1G48200,NA,NA,NA,NA,NA,NA
AT1G48550,NA,NA,NA,NA,NA,NA
AT1G50659,NA,NA,NA,NA,NA,NA
AT1G51060,NA,NA,NA,NA,NA,NA
AT1G51380,NA,NA,NA,NA,NA,NA
AT1G07743,NA,NA,NA,NA,NA,NA
AT1G53230,NA,NA,NA,NA,NA,NA
AT1G54110,NA,NA,NA,NA,NA,NA
AT1G07957,NA,NA,NA,NA,NA,NA
AT1G07987,NA,NA,NA,NA,NA,NA
AT1G54840,NA,NA,NA,NA,NA,NA
AT1G55140,NA,NA,NA,NA,NA,NA
AT1G08037,NA,NA,NA,NA,NA,NA
AT1G55880,NA,NA,NA,NA,NA,NA
AT1G61275,NA,NA,NA,NA,NA,NA
AT1G61370,NA,NA,NA,NA,NA,NA
AT1G64100,NA,NA,NA,NA,NA,NA
AT1G64450,NA,NA,NA,NA,NA,NA
AT1G08723,NA,NA,NA,NA,NA,NA
AT1G65120,NA,NA,NA,NA,NA,NA
AT1G08753,NA,NA,NA,NA,NA,NA
AT1G66500,NA,NA,NA,NA,NA,NA
AT1G67160,NA,NA,NA,NA,NA,NA
AT1G08937,NA,NA,NA,NA,NA,NA
AT1G67790,NA,NA,NA,NA,NA,NA
AT1G70350,NA,NA,NA,NA,NA,NA
AT1G71210,upregulated,Pentatricopeptide repeat (PPR) superfamily protein; CONTAINS InterPro DOMAIN/s: Pentatricopeptide repeat (InterPro:IPR002885); BEST Arabidopsis thaliana protein match is: Tetratricopeptide repeat (TPR)-like superfamily protein (TAIR:AT3G06920.1); Has 23089 Blast hits to 6463 proteins in 161 species: Archae - 1; Bacteria - 0; Metazoa - 25; Fungi - 48; Plants - 22668; Viruses - 0; Other Eukaryotes - 347 (source: NCBI BLink).,NA,0.603989427417337,0.00143032274342775,TRUE
AT1G09247,NA,NA,NA,NA,NA,NA
AT1G71750,NA,NA,NA,NA,NA,NA
AT1G09267,NA,NA,NA,NA,NA,NA
AT1G72440,NA,NA,NA,NA,NA,NA
AT1G09327,NA,NA,NA,NA,NA,NA
AT1G72852,NA,NA,NA,NA,NA,NA
AT1G09363,NA,NA,NA,NA,NA,NA
AT1G09383,NA,NA,NA,NA,NA,NA
AT1G73530,NA,NA,NA,NA,NA,NA
AT1G09427,NA,NA,NA,NA,NA,NA
AT1G74240,NA,NA,NA,NA,NA,NA
AT1G74929,NA,NA,NA,NA,NA,NA
AT1G09543,NA,NA,NA,NA,NA,NA
AT1G75960,NA,NA,NA,NA,NA,NA
AT1G76460,NA,NA,NA,NA,NA,NA
AT1G09687,NA,NA,NA,NA,NA,NA
AT1G77180,NA,NA,NA,NA,NA,NA
AT1G77470,NA,NA,NA,NA,NA,NA
AT1G77920,NA,NA,NA,NA,NA,NA
AT1G78265,NA,NA,NA,NA,NA,NA
AT1G79000,NA,NA,NA,NA,NA,NA
AT1G79070,NA,NA,NA,NA,NA,NA
AT1G79190,NA,NA,NA,NA,NA,NA
AT1G79480,NA,NA,NA,NA,NA,NA
AT1G79690,NA,NA,NA,NA,NA,NA
AT1G79980,NA,NA,NA,NA,NA,NA
AT1G80245,NA,NA,NA,NA,NA,NA
AT1G80320,NA,NA,NA,NA,NA,NA
AT1G80670,NA,NA,NA,NA,NA,NA
AT1G80770,NA,NA,NA,NA,NA,NA
AT1G09987,NA,NA,NA,NA,NA,NA
AT1G80900,NA,NA,NA,NA,NA,NA
AT2G01720,NA,NA,NA,NA,NA,NA
AT2G01850,NA,NA,NA,NA,NA,NA
AT2G02040,NA,NA,NA,NA,NA,NA
AT2G02970,NA,NA,NA,NA,NA,NA
AT2G03620,NA,NA,NA,NA,NA,NA
AT2G04378,NA,NA,NA,NA,NA,NA
AT2G04650,NA,NA,NA,NA,NA,NA
AT2G05810,NA,NA,NA,NA,NA,NA
AT2G13660,NA,NA,NA,NA,NA,NA
AT2G06465,NA,NA,NA,NA,NA,NA
AT2G17020,NA,NA,NA,NA,NA,NA
AT2G17350,NA,NA,NA,NA,NA,NA
AT2G07175,NA,NA,NA,NA,NA,NA
AT2G19530,NA,NA,NA,NA,NA,NA
AT2G19570,NA,NA,NA,NA,NA,NA
AT2G20480,NA,NA,NA,NA,NA,NA
AT2G20530,NA,NA,NA,NA,NA,NA
AT2G21595,NA,NA,NA,NA,NA,NA
AT2G07515,NA,NA,NA,NA,NA,NA
AT2G07875,NA,NA,NA,NA,NA,NA
AT2G24380,NA,NA,NA,NA,NA,NA
AT2G25000,NA,NA,NA,NA,NA,NA
AT2G08205,NA,NA,NA,NA,NA,NA
AT2G08280,NA,NA,NA,NA,NA,NA
AT2G29530,NA,NA,NA,NA,NA,NA
AT2G31240,NA,NA,NA,NA,NA,NA
AT2G31600,NA,NA,NA,NA,NA,NA
AT2G31725,NA,NA,NA,NA,NA,NA
AT2G32315,NA,NA,NA,NA,NA,NA
AT2G33210,upregulated,"heat shock protein 60-2 (HSP60-2); FUNCTIONS IN: copper ion binding, ATP binding; INVOLVED IN: inflammatory response, response to salt stress; LOCATED IN: mitochondrion, plasma membrane, chloroplast; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: Chaperonin Cpn60/TCP-1 (InterPro:IPR002423), Chaperonin Cpn60, conserved site (InterPro:IPR018370), Chaperonin Cpn60 (InterPro:IPR001844); BEST Arabidopsis thaliana protein match is: heat shock protein 60 (TAIR:AT3G23990.1); Has 33915 Blast hits to 33873 proteins in 8692 species: Archae - 707; Bacteria - 21782; Metazoa - 1680; Fungi - 1548; Plants - 807; Viruses - 2; Other Eukaryotes - 7389 (source: NCBI BLink).",HEAT SHOCK PROTEIN 60-2 (HSP60-2),0.536589709304653,0.001295799488678,TRUE
AT2G08640,NA,NA,NA,NA,NA,NA
AT2G35100,NA,NA,NA,NA,NA,NA
AT2G08725,NA,NA,NA,NA,NA,NA
AT2G35630,NA,NA,NA,NA,NA,NA
AT2G08780,NA,NA,NA,NA,NA,NA
AT2G36480,NA,NA,NA,NA,NA,NA
AT2G08900,NA,NA,NA,NA,NA,NA
AT2G08945,NA,NA,NA,NA,NA,NA
AT2G39260,NA,NA,NA,NA,NA,NA
AT2G40650,NA,NA,NA,NA,NA,NA
AT2G40770,NA,NA,NA,NA,NA,NA
AT2G09225,NA,NA,NA,NA,NA,NA
AT2G41340,NA,NA,NA,NA,NA,NA
AT2G41510,NA,NA,NA,NA,NA,NA
AT2G42500,NA,NA,NA,NA,NA,NA
AT2G43080,NA,NA,NA,NA,NA,NA
AT2G43180,NA,NA,NA,NA,NA,NA
AT2G43200,NA,NA,NA,NA,NA,NA
AT2G09435,NA,NA,NA,NA,NA,NA
AT2G44610,NA,NA,NA,NA,NA,NA
AT2G45023,NA,NA,NA,NA,NA,NA
AT2G09620,NA,NA,NA,NA,NA,NA
AT2G46200,NA,NA,NA,NA,NA,NA
AT2G46320,NA,NA,NA,NA,NA,NA
AT3G01090,NA,NA,NA,NA,NA,NA
AT3G01200,NA,NA,NA,NA,NA,NA
AT3G00980,NA,NA,NA,NA,NA,NA
AT3G01360,NA,NA,NA,NA,NA,NA
AT3G01600,upregulated,"NAC domain containing protein 44 (NAC044); FUNCTIONS IN: sequence-specific DNA binding transcription factor activity; INVOLVED IN: multicellular organismal development, regulation of transcription; CONTAINS InterPro DOMAIN/s: No apical meristem (NAM) protein (InterPro:IPR003441); BEST Arabidopsis thaliana protein match is: NAC domain containing protein 85 (TAIR:AT5G14490.1); Has 1967 Blast hits to 1962 proteins in 64 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 1967; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).",NAC DOMAIN CONTAINING PROTEIN 44 (NAC044);NAC DOMAIN CONTAINING PROTEIN 44 (anac044),1.83547499183095,1.44332564352547e-5,TRUE
AT3G02010,NA,NA,NA,NA,NA,NA
AT3G02190,NA,NA,NA,NA,NA,NA
AT3G01135,NA,NA,NA,NA,NA,NA
AT3G02780,NA,NA,NA,NA,NA,NA
AT3G03050,NA,NA,NA,NA,NA,NA
AT3G03330,NA,NA,NA,NA,NA,NA
AT3G03460,NA,NA,NA,NA,NA,NA
AT3G03600,NA,NA,NA,NA,NA,NA
AT3G04370,NA,NA,NA,NA,NA,NA
AT3G04630,NA,NA,NA,NA,NA,NA
AT3G06435,upregulated,Expressed protein; Has 35333 Blast hits to 34131 proteins in 2444 species: Archae - 798; Bacteria - 22429; Metazoa - 974; Fungi - 991; Plants - 531; Viruses - 0; Other Eukaryotes - 9610 (source: NCBI BLink).,NA,1.24316715553018,3.83204247615679e-5,FALSE
AT3G01895,NA,NA,NA,NA,NA,NA
AT3G07050,upregulated,Arabidopsis NSN1 encodes a nucleolar GTP-   binding protein and is required for maintenance of inflorescence meristem identity and floral organ development.,NUCLEOSTEMIN-LIKE 1 (NSN1),0.513203414952744,4.70114389694099e-4,TRUE
AT3G07215,NA,NA,NA,NA,NA,NA
AT3G08636,NA,NA,NA,NA,NA,NA
AT3G02095,NA,NA,NA,NA,NA,NA
AT3G10400,NA,NA,NA,NA,NA,NA
AT3G10640,NA,NA,NA,NA,NA,NA
AT3G10650,NA,NA,NA,NA,NA,NA
AT3G02435,NA,NA,NA,NA,NA,NA
AT3G12020,NA,NA,NA,NA,NA,NA
AT3G12280,NA,NA,NA,NA,NA,NA
AT3G12380,NA,NA,NA,NA,NA,NA
AT3G13674,NA,NA,NA,NA,NA,NA
AT3G13855,NA,NA,NA,NA,NA,NA
AT3G13860,NA,NA,NA,NA,NA,NA
AT3G00330,NA,NA,NA,NA,NA,NA
AT3G16080,NA,NA,NA,NA,NA,NA
AT3G17030,NA,NA,NA,NA,NA,NA
AT3G17330,NA,NA,NA,NA,NA,NA
AT3G03475,NA,NA,NA,NA,NA,NA
AT3G19630,NA,NA,NA,NA,NA,NA
AT3G19640,NA,NA,NA,NA,NA,NA
AT3G21055,NA,NA,NA,NA,NA,NA
AT3G22070,NA,NA,NA,NA,NA,NA
AT3G22290,NA,NA,NA,NA,NA,NA
AT3G22320,NA,NA,NA,NA,NA,NA
AT3G22520,NA,NA,NA,NA,NA,NA
AT3G22670,NA,NA,NA,NA,NA,NA
AT3G04975,NA,NA,NA,NA,NA,NA
AT3G26395,NA,NA,NA,NA,NA,NA
AT3G26420,NA,NA,NA,NA,NA,NA
AT3G26510,NA,NA,NA,NA,NA,NA
AT3G27050,NA,NA,NA,NA,NA,NA
AT3G44430,NA,NA,NA,NA,NA,NA
AT3G45820,NA,NA,NA,NA,NA,NA
AT3G45880,downregulated,"2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein; INVOLVED IN: phospholipid biosynthetic process; LOCATED IN: cellular_component unknown; EXPRESSED IN: shoot apex, root, seed; EXPRESSED DURING: E expanded cotyledon stage; CONTAINS InterPro DOMAIN/s: Transcription factor jumonji/aspartyl beta-hydroxylase (InterPro:IPR003347); BEST Arabidopsis thaliana protein match is: 2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein (TAIR:AT5G19840.2); Has 1138 Blast hits to 1132 proteins in 270 species: Archae - 0; Bacteria - 266; Metazoa - 428; Fungi - 156; Plants - 146; Viruses - 0; Other Eukaryotes - 142 (source: NCBI BLink).",NA,-1.72257014385178,2.61622385097396e-6,TRUE
AT3G07515,NA,NA,NA,NA,NA,NA
AT3G07605,NA,NA,NA,NA,NA,NA
AT3G47450,NA,NA,NA,NA,NA,NA
AT3G47675,downregulated,"unknown protein; BEST Arabidopsis thaliana protein match is: Protein of unknown function, DUF547 (TAIR:AT2G39690.1); Has 35333 Blast hits to 34131 proteins in 2444 species: Archae - 798; Bacteria - 22429; Metazoa - 974; Fungi - 991; Plants - 531; Viruses - 0; Other Eukaryotes - 9610 (source: NCBI BLink).",NA,-1.23041525373061,4.87183506316065e-5,TRUE
AT3G47800,NA,NA,NA,NA,NA,NA
AT3G47836,NA,NA,NA,NA,NA,NA
AT3G49170,NA,NA,NA,NA,NA,NA
AT3G49240,NA,NA,NA,NA,NA,NA
AT3G08165,NA,NA,NA,NA,NA,NA
AT3G50850,NA,NA,NA,NA,NA,NA
AT3G52090,NA,NA,NA,NA,NA,NA
AT3G08240,NA,NA,NA,NA,NA,NA
AT3G52220,NA,NA,NA,NA,NA,NA
AT3G52605,NA,NA,NA,NA,NA,NA
AT3G52700,NA,NA,NA,NA,NA,NA
AT3G53860,NA,NA,NA,NA,NA,NA
AT3G54085,NA,NA,NA,NA,NA,NA
AT3G54363,NA,NA,NA,NA,NA,NA
AT3G54625,NA,NA,NA,NA,NA,NA
AT3G54750,NA,NA,NA,NA,NA,NA
AT3G08475,NA,NA,NA,NA,NA,NA
AT3G08485,NA,NA,NA,NA,NA,NA
AT3G56320,NA,NA,NA,NA,NA,NA
AT3G56430,NA,NA,NA,NA,NA,NA
AT3G08735,NA,NA,NA,NA,NA,NA
